path,kind,size_bytes,ext,approx_LOC,exports_count,imports_count,hasTests,eslintErrors,notes
__tests__\security\comprehensive-security-suite.test.js,file,17072,.js,481,,2,true,,
__tests__\security\plugin-isolation.test.js,file,19665,.js,562,,4,true,,
__tests__\security\secrets-and-validation.test.js,file,16334,.js,474,,2,true,,
__tests__\unit\cli\doctor-command.test.js,file,21437,.js,663,1,6,true,,
__tests__\unit\cli\enhanced-cli-commands.test.js,file,21976,.js,635,1,13,true,,
__tests__\unit\cli\enhanced-cli.test.js,file,12988,.js,408,2,3,true,,
__tests__\unit\cli\interactive-wizard.test.js,file,16569,.js,510,,5,true,,
__tests__\unit\config\validate-schema.test.js,file,4138,.js,122,,3,true,,
__tests__\unit\core\plugin-registry.test.js,file,1824,.js,56,,1,true,,
__tests__\unit\dag\dag-engine.test.js,file,16890,.js,493,,2,true,,
__tests__\unit\dag\error-handling.test.js,file,14687,.js,432,,1,true,,
__tests__\unit\observability\event-logger.test.js,file,13716,.js,363,4,1,true,,
__tests__\unit\observability\metrics.test.js,file,18221,.js,551,2,1,true,,
__tests__\unit\observability\tracing.test.js,file,15124,.js,444,2,1,true,,
__tests__\unit\performance\benchmark.test.js,file,13025,.js,405,,1,true,,
__tests__\unit\performance\parallel-processor.test.js,file,8908,.js,263,,1,true,,
__tests__\unit\performance\streaming-safeguards.test.js,file,13828,.js,404,,1,true,,
__tests__\unit\plugins\reranker.test.js,file,9681,.js,268,,1,true,,
__tests__\unit\reranker\llm-reranker.test.js,file,694,.js,18,,1,true,,
__tests__\unit\reranker\reranker.enriched.test.js,file,725,.js,19,,1,true,,
__tests__\unit\reranker\reranker.fallback.test.js,file,639,.js,15,,1,true,,
__tests__\unit\reranker\reranker.snapshot.test.js,file,599,.js,15,,1,true,,
__tests__\unit\reranker\reranker.structured-output.test.js,file,667,.js,17,,1,true,,
__tests__\unit\reranker\__snapshots__\reranker.snapshot.test.js.snap,file,174,.snap,,,,,,
__tests__\unit\scripts\script-utilities.test.js,file,14280,.js,468,,2,true,,
__tests__\unit\streaming\llm-streaming.test.js,file,6213,.js,186,,1,true,,
__tests__\utils\test-helpers.js,file,13434,.js,506,7,,true,,
__tests__\utils\test-reporter.js,file,20357,.js,762,2,2,true,,
